,Time,Hor_eye,Ver_eye
482,75318.4766304,75318.4824128,75318.4881898
483,75318.4939667,75318.4997443,75318.5055212
484,75318.5113031,75318.5170806,75318.5228576
485,75318.5286339,75318.5344163,75318.5401933
486,75318.5459702,75318.5517471,75318.5575247
487,75318.5633065,75318.5690835,75318.574861
488,75318.580638,75318.5864198,75318.5921974
489,75318.5979743,75318.6037519,75318.6095337
490,75318.6153106,75318.621087,75318.6268645
491,75318.6326415,75318.6384239,75318.6442008
492,75318.6499778,75318.6557547,75318.6615372
493,75318.6673141,75318.6730917,75318.6788686
494,75318.6846456,75318.6904274,75318.696205
495,75318.7019819,75318.7077588,75318.7135407
496,75318.7193176,75318.7250945,75318.7308721
497,75318.736649,75318.7424309,75318.7482084
498,75318.7539854,75318.7597623,75318.7655448
499,75318.7713217,75318.7770986,75318.7828762
500,75318.788658,75318.794435,75318.8002125
501,75318.8059889,75318.8117658,75318.8175482
502,75318.8233252,75318.8291021,75318.8348797
503,75318.8406615,75318.8464385,75318.852216
504,75318.857993,75318.8637699,75318.8695524
505,75318.8753293,75318.8811062,75318.8868838
506,75318.8926656,75318.8984419,75318.9042195
507,75318.9099964,75318.9157734,75318.9215558
508,75318.9273328,75318.9331097,75318.9388873
509,75318.9446691,75318.950446,75318.956223
510,75318.9620005,75318.9677824,75318.9735593
511,75318.9793369,75318.9851138,75318.9908901
512,75318.9966726,75319.0024495,75319.0082265
513,75319.014004,75319.0197859,75319.0255628
514,75319.0313404,75319.0371173,75319.0428942
515,75319.0486767,75319.0544536,75319.0602306
516,75319.0660081,75319.07179,75319.0775669
517,75319.0833438,75319.0891208,75319.0948977
518,75319.1006802,75319.1064571,75319.112234
519,75319.1180116,75319.1237934,75319.1295704
520,75319.1353479,75319.1411249,75319.1469067
521,75319.1526843,75319.1584612,75319.1642381
522,75319.1700157,75319.1757969,75319.1815739
523,75319.1873514,75319.1931284,75319.1989102
524,75319.2046878,75319.2104647,75319.2162416
525,75319.2220192,75319.227801,75319.233578
526,75319.2393555,75319.2451325,75319.2509143
527,75319.2566919,75319.2624688,75319.2682451
528,75319.2740227,75319.2798045,75319.2855814
529,75319.2913584,75319.2971359,75319.3029178
530,75319.3086947,75319.3144723,75319.3202492
531,75319.326031,75319.3318086,75319.3375855
532,75319.3433631,75319.34914,75319.3549219
533,75319.3606982,75319.3664758,75319.3722527
534,75319.395366,75319.4011435,75319.4069254
535,75319.4127023,75319.4184799,75319.4242568
536,75319.4300386,75319.4358162,75319.4415931
537,75319.4473701,75319.453147,75319.4589288
538,75319.4647058,75319.4704833,75319.4762603
539,75319.4820421,75319.4878197,75319.4935966
540,75319.4993735,75319.505156,75319.5109329
541,75319.5167099,75319.5224874,75319.5282644
542,75319.5340462,75319.5398238,75319.5456001
543,75319.551377,75319.5571595,75319.5629364
544,75319.5687134,75319.5744909,75319.5802679
545,75319.5860497,75319.5918273,75319.5976042
546,75319.6033811,75319.6091636,75319.6149405
547,75319.6207175,75319.626495,75319.632272
548,75319.6380532,75319.6438301,75319.6496077
549,75319.6553846,75319.6611664,75319.666944
550,75319.6727209,75319.6784979,75319.6842754
